1646878948.482013,+5.9969416256E+01
1646878950.324438,+5.9971185329E+01
1646878952.166992,+5.9971306802E+01
1646878954.009642,+5.9975205164E+01
1646878955.852111,+5.9977939684E+01
1646878957.694709,+5.9981255716E+01
1646878959.657233,+5.9984093775E+01
1646878961.619745,+5.9986253688E+01
1646878963.582354,+5.9988712726E+01
1646878965.544785,+5.9989039726E+01
1646878967.507282,+5.9989751181E+01
1646878969.469689,+5.9989393437E+01
1646878971.311960,+5.9985305356E+01
1646878973.154208,+5.9985682445E+01
1646878974.996378,+5.9983119563E+01
1646878976.838536,+5.9985840986E+01
1646878978.680780,+5.9986386916E+01
1646878980.522816,+5.9985800631E+01
1646878982.365070,+5.9983459103E+01
1646878984.207239,+5.9981820654E+01
1646878986.049261,+5.9980519333E+01
1646878988.011388,+5.9979474691E+01
1646878989.973565,+5.9977242337E+01
1646878991.935587,+5.9975895438E+01
1646878993.777519,+5.9975323232E+01
1646878995.739650,+5.9974451623E+01
1646878997.581756,+5.9974020292E+01
1646878999.543641,+5.9973338651E+01
1646879001.505635,+5.9972786975E+01
1646879003.347502,+5.9972152911E+01
1646879005.189564,+5.9970185886E+01
1646879007.031267,+5.9971005204E+01
1646879008.993236,+5.9970053611E+01
1646879010.955143,+5.9970219615E+01
1646879012.796923,+5.9968761791E+01
1646879014.638932,+5.9969136810E+01
1646879016.480579,+5.9968476949E+01
1646879018.442455,+5.9967757620E+01
1646879020.524400,+5.9964313032E+01
1646879022.606539,+5.9962984485E+01
1646879024.568275,+5.9963764937E+01
1646879026.530079,+5.9961477256E+01
1646879028.491878,+5.9964427204E+01
1646879030.333706,+5.9965565166E+01
1646879032.175252,+5.9969380859E+01
1646879034.016878,+5.9971653629E+01
1646879035.858529,+5.9974527385E+01
1646879037.820283,+5.9973709726E+01
1646879039.782201,+5.9974091033E+01
1646879041.623699,+5.9972326734E+01
1646879043.585406,+5.9971629364E+01
1646879045.547252,+5.9970868452E+01
1646879047.388754,+5.9972336211E+01
1646879049.230300,+5.9974222389E+01
1646879051.191998,+5.9974836471E+01
1646879053.273914,+5.9976939054E+01
1646879055.355653,+5.9978423578E+01
1646879057.317216,+5.9980010660E+01
1646879059.399010,+5.9979298159E+01
1646879061.361066,+5.9979162205E+01
1646879063.324847,+5.9976698544E+01
1646879065.048296,+5.9979012844E+01
1646879066.891443,+5.9979339019E+01
1646879068.734421,+5.9981484840E+01
1646879070.577434,+5.9983734682E+01
1646879072.420040,+5.9984670164E+01
1646879074.262594,+5.9982740833E+01
1646879076.105167,+5.9982200152E+01
1646879078.067658,+5.9979331872E+01
1646879080.030063,+5.9977972689E+01
1646879081.992390,+5.9977810123E+01
1646879083.834464,+5.9977599174E+01
1646879085.676708,+5.9973939270E+01
1646879087.518644,+5.9973555061E+01
1646879089.360519,+5.9971154104E+01
1646879091.202438,+5.9964780858E+01
1646879093.044467,+5.9962996146E+01
1646879094.886268,+5.9958879988E+01
1646879096.727995,+5.9957690501E+01
1646879098.569814,+5.9954721885E+01
1646879100.651929,+5.9954966028E+01
1646879102.613703,+5.9954536321E+01
1646879104.455412,+5.9957375013E+01
1646879106.297280,+5.9960611728E+01
1646879108.258927,+5.9961994462E+01
1646879110.100637,+5.9961921846E+01
1646879111.942273,+5.9963027209E+01
1646879113.784113,+5.9964179348E+01
1646879115.745820,+5.9965063508E+01
1646879117.707470,+5.9968330180E+01
1646879119.669244,+5.9971333822E+01
1646879121.510932,+5.9969500010E+01
1646879123.352517,+5.9971255163E+01
1646879125.314334,+5.9971627897E+01
1646879127.275792,+5.9970897908E+01
1646879129.237320,+5.9969994650E+01
1646879131.199031,+5.9970384026E+01
1646879133.160544,+5.9971414430E+01
1646879135.002117,+5.9970984259E+01
1646879136.843570,+5.9971551228E+01
1646879138.685159,+5.9971310220E+01
1646879140.406458,+5.9973289494E+01
1646879142.247923,+5.9973122613E+01
1646879144.089430,+5.9971128823E+01
1646879146.051035,+5.9971435857E+01
1646879148.012700,+5.9967204194E+01
1646879149.974318,+5.9964832679E+01
1646879151.695775,+5.9965402636E+01
1646879153.657378,+5.9964404447E+01
1646879155.618970,+5.9965130818E+01
1646879157.460554,+5.9967690865E+01
1646879159.302096,+5.9971452340E+01
1646879161.143609,+5.9971445238E+01
1646879163.105348,+5.9970171892E+01
1646879164.946825,+5.9967328291E+01
1646879166.788493,+5.9967060701E+01
1646879168.630031,+5.9964810719E+01
1646879170.471608,+5.9963658997E+01
1646879172.313048,+5.9964070059E+01
1646879174.154550,+5.9966240904E+01
1646879175.996187,+5.9968216514E+01
1646879177.837808,+5.9968986905E+01
1646879179.679219,+5.9970982733E+01
1646879181.640888,+5.9973108353E+01
1646879183.482406,+5.9974381555E+01
1646879185.444268,+5.9975823072E+01
1646879187.285675,+5.9977413155E+01
1646879189.247300,+5.9976413667E+01
1646879191.208979,+5.9976859068E+01
1646879193.170803,+5.9975480832E+01
1646879195.132352,+5.9973948053E+01
1646879197.094007,+5.9973179081E+01
1646879199.055638,+5.9973502908E+01
1646879200.897350,+5.9974064446E+01
1646879202.738813,+5.9974089530E+01
1646879204.700382,+5.9973872703E+01
1646879206.662174,+5.9972245488E+01
1646879208.503715,+5.9971555604E+01
1646879210.345397,+5.9970754824E+01
1646879212.306946,+5.9972046150E+01
1646879214.268615,+5.9971479882E+01
1646879216.230220,+5.9973365800E+01
1646879218.191901,+5.9975027192E+01
1646879220.033596,+5.9975806873E+01
1646879221.995204,+5.9972581861E+01
1646879224.076937,+5.9972257723E+01
1646879225.918485,+5.9971682741E+01
1646879227.880287,+5.9971766220E+01
1646879229.721750,+5.9974517556E+01
1646879231.563324,+5.9974221078E+01
1646879233.404867,+5.9975746752E+01
1646879235.366588,+5.9977849737E+01
1646879237.328334,+5.9979434304E+01
1646879239.169847,+5.9980102447E+01
1646879241.011325,+5.9978208518E+01
1646879242.853064,+5.9976426956E+01
1646879244.694569,+5.9973857396E+01
1646879246.536112,+5.9973064780E+01
1646879248.618130,+5.9969452554E+01
1646879250.699618,+5.9970082342E+01
1646879252.541320,+5.9968979217E+01
1646879254.502771,+5.9968925726E+01
1646879256.464233,+5.9967990840E+01
1646879258.425948,+5.9965661126E+01
1646879260.267223,+5.9965335249E+01
1646879262.228696,+5.9964901056E+01
1646879264.070188,+5.9966312410E+01
1646879265.911515,+5.9968583834E+01
1646879267.753099,+5.9971827573E+01
1646879269.714539,+5.9975834317E+01
1646879271.676049,+5.9979059983E+01
1646879273.517512,+5.9980406970E+01
1646879275.359086,+5.9981842428E+01
1646879277.200441,+5.9983465320E+01
1646879279.041935,+5.9983496873E+01
1646879281.003366,+5.9982136221E+01
1646879282.965104,+5.9981139123E+01
1646879284.806434,+5.9981702924E+01
1646879286.647908,+5.9983889848E+01
1646879288.609424,+5.9986446054E+01
1646879290.691259,+5.9986930945E+01
1646879292.652713,+5.9986403841E+01
1646879294.494191,+5.9985904806E+01
1646879296.455808,+5.9984826405E+01
1646879298.417484,+5.9985492016E+01
1646879300.258943,+5.9981963662E+01
1646879302.100266,+5.9979221114E+01
1646879303.941787,+5.9976114896E+01
1646879305.783350,+5.9974261321E+01
1646879307.624757,+5.9971203520E+01
1646879309.466235,+5.9968848065E+01
1646879311.307726,+5.9969082834E+01
1646879313.149259,+5.9966174089E+01
1646879315.110872,+5.9965745608E+01
1646879317.072356,+5.9963343710E+01
1646879318.913989,+5.9961323251E+01
1646879320.755508,+5.9960393425E+01
1646879322.596932,+5.9959184118E+01
1646879324.438389,+5.9957507408E+01
1646879326.279915,+5.9957967426E+01
1646879328.121417,+5.9961087827E+01
1646879330.083192,+5.9964046642E+01
1646879331.924610,+5.9966802186E+01
1646879333.766139,+5.9967860957E+01
1646879335.607726,+5.9972734258E+01
1646879337.449188,+5.9975862931E+01
1646879339.410765,+5.9977456083E+01
1646879341.372348,+5.9977750128E+01
1646879343.213973,+5.9977988546E+01
1646879345.055400,+5.9977495920E+01
1646879347.017003,+5.9977041270E+01
1646879348.978699,+5.9975800963E+01
1646879350.820188,+5.9975468829E+01
1646879352.661800,+5.9976954707E+01
1646879354.503212,+5.9978834484E+01
1646879356.344778,+5.9980774335E+01
1646879358.186222,+5.9980696757E+01
1646879360.148022,+5.9982100711E+01
1646879362.109496,+5.9979866314E+01
1646879364.071116,+5.9978919658E+01
1646879365.912684,+5.9978654181E+01
1646879367.754199,+5.9978629051E+01
1646879369.595867,+5.9978375665E+01
1646879371.557333,+5.9977850635E+01
1646879373.398829,+5.9978173784E+01
1646879375.360535,+5.9976121498E+01
1646879377.322301,+5.9973603842E+01
1646879379.163673,+5.9970830558E+01
1646879381.005210,+5.9970066163E+01
1646879382.846848,+5.9967137097E+01
1646879384.688361,+5.9965362127E+01
1646879386.529811,+5.9963627761E+01
1646879388.491443,+5.9963068556E+01
1646879390.453110,+5.9963580543E+01
1646879392.294764,+5.9964400767E+01
1646879394.136184,+5.9962370369E+01
1646879395.977667,+5.9962359429E+01
1646879397.819245,+5.9964123486E+01
1646879399.660754,+5.9963851624E+01
1646879401.502458,+5.9962857466E+01
1646879403.343921,+5.9962933951E+01
1646879405.185392,+5.9965799674E+01
1646879407.147027,+5.9968090334E+01
1646879409.108824,+5.9969567394E+01
1646879411.070327,+5.9970417147E+01
1646879413.031935,+5.9973364556E+01
1646879414.873613,+5.9976250071E+01
1646879416.715106,+5.9979116697E+01
1646879418.676669,+5.9981660467E+01
1646879420.518211,+5.9981996559E+01
1646879422.359796,+5.9983099408E+01
1646879424.201444,+5.9982029310E+01
1646879426.163027,+5.9981598221E+01
1646879428.004609,+5.9980166851E+01
1646879429.846115,+5.9979919507E+01
1646879431.687747,+5.9978381205E+01
1646879433.649295,+5.9978566490E+01
1646879435.490803,+5.9977477429E+01
1646879437.332377,+5.9977920829E+01
1646879439.174014,+5.9976714764E+01
1646879441.015593,+5.9977354020E+01
1646879442.857008,+5.9975006009E+01
1646879444.818720,+5.9974395426E+01
1646879446.780269,+5.9971948268E+01
1646879448.622057,+5.9970508405E+01
1646879450.463381,+5.9968201621E+01
1646879452.425052,+5.9965503654E+01
1646879454.386732,+5.9963086801E+01
1646879456.228192,+5.9962515009E+01
1646879458.190088,+5.9962199691E+01
1646879460.031471,+5.9961866279E+01
1646879461.872996,+5.9960283968E+01
1646879463.714589,+5.9958739358E+01
1646879465.556047,+5.9961161838E+01
1646879467.517857,+5.9960420225E+01
1646879469.479390,+5.9960594834E+01
1646879471.320906,+5.9961973369E+01
1646879473.282572,+5.9963950170E+01
1646879475.244333,+5.9965220126E+01
1646879477.085792,+5.9965785963E+01
1646879479.047483,+5.9968288944E+01
1646879481.009079,+5.9969978817E+01
1646879482.850749,+5.9971387975E+01
